mes,descricao,valor
2025-01,2.5.1 INSS Retido de prestadores de serviços 1703,550.0
2025-01,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1226.5
2025-01,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,275.0
2025-01,2.6.1 Energia Elétrica Ref. 01/2025 (Portaria),1290.59
2025-01,2.6.1 Energia Elétrica Ref. 12/2024 (Clube),2550.89
2025-01,2.6.2 Água e Esgoto Ref. 12/2024,16258.2
2025-01,2.6.3 Telefone-Internet Período de 05/12/2024 a 04/01/2025,80.46
2025-01,2.6.3 Telefone-Internet Período de 26/11/2024 a 04/12/2024,20.96
2025-01,"2.7.2 Material de Limpeza Piscina Hiperclor, algicida, pastilha, clear gel, etc.",696.0
2025-01,2.7.3 Material Para Manutenção Elétrica Duto subterrâneo,63.93
2025-01,"2.7.4 Materiais de Limpeza e consumo Escova, papel hig., esponja, sabonete, sc lixo, etc.",757.53
2025-01,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador, corda, desentupidor, bucha, etc. 2",337.43
2025-01,2.7.12 Material-Equipamento Controle de Acesso Pulseira maxxi bands,170.0
2025-01,2.8.5 Despesas com Chaveiro 14 cópias e 1 cópia de chave gorje,195.0
2025-01,2.8.18 Manutenção e Limpeza da Piscina Ref. 12/2024,600.0
2025-01,2.8.21 Manutenção das Instalações Manutenção de ombrelones,250.0
2025-01,2.9.9 Cópias e Autenticações Notificação e envelope 18/12/2024,8.45
2025-01,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta contábil ref. 12/2024,182.0
2025-01,2.9.10 Encadernações e Materias Graficos Serviços gráficos,177.0
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,1822.08
2025-01,2.10.2 Honorarios de Cobranças Jurídicas,994.57
2025-01,2.10.3 Assessoria Jurídica Serviços advocatícios,4950.0
2025-01,2.11.1 Desp. c- Boletos Bancarios,832.0
2025-01,2.11.1 Desp. c- Boletos Bancarios (venc. 11 /2024),8.0
2025-01,2.11.1 Desp. c- Boletos Bancarios (venc. 12 /2024),92.0
2025-01,2.12.1 Móveis e Utensílios Conjunto de 1 mesa com 4 cadeiras,809.7
2025-01,2.12.1 Móveis e Utensílios Ducha de alumínio,115.0
2025-01,2.12.1 Móveis e Utensílios Escada articulada,539.9
2025-01,2.12.1 Móveis e Utensílios Espelho convexo e lixeira,452.5
2025-01,"2.7.2 Material de Limpeza Piscina Hiperclor, algicida, pastilha, clear gel,",696.0
2025-01,2.7.3 Material Para Manutenção Elétrica Duto subterrâneo,63.93
2025-01,2.6.3 Telefone-Internet Período de 26/11/2024 a 04/12/2024,20.96
2025-01,2.8.5 Despesas com Chaveiro 14 cópias e 1 cópia de chave gorje,195.0
2025-01,2.12.1 Móveis e Utensílios Conjunto de 1 mesa com 4 cadeiras,279.9
2025-01,2.12.1 Móveis e Utensílios Conjunto de 1 mesa com 4 cadeiras,529.8
2025-01,2.12.1 Móveis e Utensílios 3 grelhas inox,612.0
2025-01,2.12.9 Containers Container e carro coletor,2065.33
2025-01,2.4.7 Serviços de Administração de Condomínio Ref. 12/2024,4200.0
2025-01,2.12.1 Móveis e Utensílios Escada articulada,539.9
2025-01,2.7.12 Material-Equipamento Controle de Acesso Pulseira maxxi bands,170.0
2025-01,2.8.21 Manutenção das Instalações Manutenção de ombrelones,250.0
2025-01,2.12.1 Móveis e Utensílios Ducha de alumínio,115.0
2025-01,"2.7.6 Material p- Consertos e Reparos Cadeado latão, broca, espanador,",337.43
2025-01,2.6.1 Energia Elétrica Ref. 12/2024 (Clube),2550.89
2025-01,2.4.21 Remuneração Síndico Ref. 12/2024,4200.0
2025-01,2.6.2 Água e Esgoto Ref. 12/2024,16258.2
2025-01,"2.7.4 Materiais de Limpeza e consumo Escova, papel hig., esponja, sabonete,",757.53
2025-01,2.8.18 Manutenção e Limpeza da Piscina Ref. 12/2024,600.0
2025-01,2.11.1 Desp. c- Boletos Bancarios,12.0
2025-01,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,275.0
2025-01,2.5.1 INSS Retido de prestadores de serviços 1703,550.0
2025-01,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1226.5
2025-01,2.6.1 Energia Elétrica Ref. 01/2025 (Portaria),1290.59
2025-01,2.5.1 INSS Retido de prestadores de serviços 1702,2453.0
2025-01,2.9.9 Cópias e Autenticações Notificação e envelope 18/12/2024,8.45
2025-01,2.6.3 Telefone-Internet Período de 05/12/2024 a 04/01/2025,80.46
2025-01,2.10.3 Assessoria Jurídica Serviços advocatícios,4950.0
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,"2.7.3 Material Para Manutenção Elétrica Cabo pp, tomada e plugue",100.0
2025-01,2.12.9 Containers Contentor 1000L,1990.0
2025-01,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-01,2.4.5 Auxiliar de Manutenção Manutenção e jardinagem ref. 12/2024,9450.0
2025-01,2.4.1 Portaria Vigilância e Controle Acesso Ref. 12/2024,42147.0
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,2.9.10 Encadernações e Materias Graficos Impressão e encadernação da pasta,182.0
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,2.10.2 Honorarios de Cobranças Jurídicas,994.57
2025-01,2.9.18 Ressarcimento de Despesa Ref. a pagamento de taxa condominial,303.68
2025-01,2.9.10 Encadernações e Materias Graficos Serviços gráficos,177.0
2025-06,1.1.1 Taxa de Condominio,87817.8
2025-06,1.1.1 Taxa de Condominio (venc. 5 /2025),7065.8
2025-06,1.1.1 Taxa de Condominio Pagto realizado com a administradora,298.45
2025-06,1.1.5 Taxa de Água,15918.25
2025-06,1.1.5 Taxa de Água (venc. 5 /2025),1278.56
2025-06,1.1.8 Encargos de Cobrança,31.32
2025-06,1.1.14 Homologação Acordo Extrajudicial,11464.61
2025-06,1.1.14 Homologação Acordo Extrajudicial (venc. 4 /2025),455.52
2025-06,1.1.20 Multas Juros e Correções,577.56
2025-06,1.1.20 Multas Juros e Correções (venc. 4 /2025),13.95
2025-06,1.1.20 Multas Juros e Correções (venc. 5 /2025),217.46
2025-06,1.1.29 Atualização Monetária,56.19
2025-06,1.1.29 Atualização Monetária (venc. 4 /2025),4.49
2025-06,1.2.1 Taxas Fundo de Reserva,4391.76
2025-06,1.2.1 Taxas Fundo de Reserva (venc. 5 /2025),353.36
2025-06,1.2.51 Feira,154.0
2025-06,1.4.1 Rendimento de Aplicação,274.18
2025-06,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref. 05/2025,2300.0
2025-06,2.4.1 Portaria Vigilância e Controle Acesso Ref. 05/2025,48116.48
2025-06,2.4.3 Limpeza Higienização em purificador de água,100.0
2025-06,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 05/2025,19407.6
2025-06,2.4.7 Serviços de Administração de Condomínio Ref. 05/2025,4200.0
2025-06,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e o controle de acesso",1280.0
2025-06,2.4.21 Remuneração Síndico Ref. 05/2025,4200.0
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-06,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda 9865,159.5
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-06,2.6.1 Energia Elétrica Ref. 05/2025 (Clube),2592.34
2025-06,2.6.1 Energia Elétrica Ref. 06/2025 (Estação elevatório esgoto),761.98
2025-06,2.6.1 Energia Elétrica Ref. 06/2025 (Portaria),2107.42
2025-06,2.6.2 Água e Esgoto Ref. 05/2025,16258.2
2025-06,2.6.3 Telefone-Internet Período de 05/05/2025 a 04/06/2025,79.98
2025-06,2.7.3 Material Para Manutenção Elétrica Timer digital,91.38
2025-06,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, papel higiênico, saco de lixo, removedor, etc.",633.12
2025-06,"2.7.6 Material p- Consertos e Reparos Barras de apoio e placas (Itamar/Home e Lumina - valor de R$13,00",389.03
2025-06,2.7.6 Material p- Consertos e Reparos Chapa lisa,175.8
2025-06,"2.7.6 Material p- Consertos e Reparos Fz inox, e trinco união",261.41
2025-06,2.7.6 Material p- Consertos e Reparos Silicone para esteira,100.0
2025-06,2.7.6 Material p- Consertos e Reparos Tampa b lobo,122.0
2025-06,2.7.10 Aluguel de Caçamba 1 caçamba,340.0
2025-06,2.8.4 Serviços de Serralheria Reforço de soldas na traves dos gol e chapa de proteção nas botoeiras,840.0
2025-06,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-06,2.8.13 Manutenção Ar Condicionado Limpeza e higienização do ar,190.0
2025-06,2.8.18 Manutenção e Limpeza da Piscina Ref. 05/2025,600.0
2025-06,"2.8.21 Manutenção das Instalações Acompanhamento técnico, orientação e art - reembolso",290.0
2025-06,2.8.21 Manutenção das Instalações Granito,305.0
2025-06,2.9.9 Cópias e Autenticações Impressões preto e branco,34.62
2025-06,2.9.9 Cópias e Autenticações Notificações e envelopes,3.1
2025-06,2.9.10 Encadernações e Materias Graficos Ref. 05/2025,296.0
2025-06,2.10.2 Honorarios de Cobranças Jurídicas,2358.52
2025-06,2.10.3 Assessoria Jurídica Ref. 05/2025,4950.0
2025-06,2.11.1 Desp. c- Boletos Bancarios,1396.0
2025-06,2.11.1 Desp. c- Boletos Bancarios (venc. 5 /2025),112.0
2025-06,2.4.7 Serviços de Administração de Condomínio Ref. 05/2025,4200.0
2025-06,"2.7.6 Material p- Consertos e Reparos Fz inox, e trinco união",261.41
2025-06,2.8.21 Manutenção das Instalações Granito,305.0
2025-06,2.4.21 Remuneração Síndico Ref. 05/2025,4200.0
2025-06,2.7.6 Material p- Consertos e Reparos Barras de apoio e placas (Itamar/Home,389.03
2025-06,"2.7.3 Material Para Manutenção Elétrica Bucha, cabo pp, centrinho, cinta, led",891.23
2025-06,2.9.9 Cópias e Autenticações Impressões preto e branco,34.62
2025-06,2.6.2 Água e Esgoto Ref. 05/2025,16258.2
2025-06,"2.8.21 Manutenção das Instalações Acompanhamento técnico, orientação e",290.0
2025-06,2.8.3 Seguro Condominial,481.9
2025-06,2.6.1 Energia Elétrica Ref. 05/2025 (Clube),2592.34
2025-06,2.8.13 Manutenção Ar Condicionado Limpeza e higienização do ar,190.0
2025-06,2.6.1 Energia Elétrica Ref. 06/2025 (Estação elevatório,761.98
2025-06,2.8.4 Serviços de Serralheria Reforço de soldas na traves dos gol e,840.0
2025-06,2.12.9 Containers Contentor 1Unidade XXX grafite e verde,1990.0
2025-06,2.6.1 Energia Elétrica Ref. 06/2025 (Portaria),2107.42
2025-06,2.7.6 Material p- Consertos e Reparos Chapa lisa,175.8
2025-06,2.7.3 Material Para Manutenção Elétrica Timer digital,91.38
2025-06,"2.7.3 Material Para Manutenção Elétrica Cabinho flex, cabo pp, disjuntor, plug,",288.6
2025-06,"2.7.6 Material p- Consertos e Reparos Malathion, fita isolante, pilha, tesoura,",505.44
2025-06,2.10.3 Assessoria Jurídica Ref. 05/2025,4950.0
2025-06,2.7.6 Material p- Consertos e Reparos Silicone para esteira,100.0
2025-06,2.7.10 Aluguel de Caçamba 1 caçamba,340.0
2025-06,2.8.18 Manutenção e Limpeza da Piscina Ref. 05/2025,600.0
2025-06,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda 9865,159.5
2025-06,2.9.10 Encadernações e Materias Graficos Ref. 05/2025,296.0
2025-06,2.9.9 Cópias e Autenticações Notificações e envelopes,3.1
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,1004.4
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,1188.0
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-06,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,2490.17
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-06,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,2945.36
2025-06,2.6.3 Telefone-Internet Período de 05/05/2025 a 04/06/2025,79.98
2025-06,2.4.3 Limpeza Higienização em purificador de água,100.0
2025-06,2.7.6 Material p- Consertos e Reparos Tampa b lobo,122.0
2025-06,"2.12.1 Móveis e Utensílios Ventilador de parede, cabo pp e led",386.05
2025-06,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-06,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 05/2025,19407.6
2025-06,2.4.1 Portaria Vigilância e Controle Acesso Ref. 05/2025,48116.48
2025-06,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, papel higiênico, saco",633.12
2025-06,"2.7.3 Material Para Manutenção Elétrica Tv supor., inpol pvc, led refletor,",317.95
2025-06,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e o",1280.0
2025-06,2.10.2 Honorarios de Cobranças Jurídicas,2358.52
2025-06,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-05,1.1.1 Taxa de Condominio,91603.05
2025-05,1.1.1 Taxa de Condominio (venc. 4 /2025),6813.45
2025-05,1.1.5 Taxa de Água,15502.07
2025-05,1.1.5 Taxa de Água (venc. 4 /2025),1131.34
2025-05,1.1.8 Encargos de Cobrança,31.41
2025-05,1.1.8 Encargos de Cobrança (venc. 4 /2025),31.33
2025-05,1.1.14 Homologação Acordo Extrajudicial,4202.68
2025-05,1.1.14 Homologação Acordo Extrajudicial (venc. 4 /2025),303.68
2025-05,1.1.20 Multas Juros e Correções,433.66
2025-05,1.1.20 Multas Juros e Correções (venc. 4 /2025),231.18
2025-05,1.1.29 Atualização Monetária,40.23
2025-05,1.2.1 Taxas Fundo de Reserva,4581.06
2025-05,1.2.1 Taxas Fundo de Reserva (venc. 4 /2025),340.74
2025-05,1.2.51 Feira,210.5
2025-05,1.4.1 Rendimento de Aplicação,232.72
2025-05,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref. 04/2025,2300.0
2025-05,2.4.1 Portaria Vigilância e Controle Acesso Ref. 04/2025,48116.48
2025-05,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 04/2025,19407.6
2025-05,2.4.7 Serviços de Administração de Condomínio Ref. 04/2025,4200.0
2025-05,"2.4.19 Contratos - Manutenção Elétrica Elétrica, portaria e controle de acesso",1280.0
2025-05,2.4.21 Remuneração Síndico Ref. 04/2025,4200.0
2025-05,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda,159.5
2025-05,2.6.1 Energia Elétrica Ref. 04/2025 (Clube),2449.25
2025-05,2.6.1 Energia Elétrica Ref. 05/2025 (Estação elevatório esgoto),574.66
2025-05,2.6.1 Energia Elétrica Ref. 05/2025 (Portaria),2248.71
2025-05,2.6.2 Água e Esgoto Ref. 04/2025,16258.2
2025-05,2.6.3 Telefone-Internet Período de 05/04/2025 a 04/05/2025,79.98
2025-05,2.7.1 Tintas e Materiais para Pintura Fita crepe,50.0
2025-05,"2.7.2 Material de Limpeza Piscina Cloro, maresias, ph estável, barrilha e fita",453.0
2025-05,"2.7.3 Material Para Manutenção Elétrica Inpol pvc eletroduto, caixa multiuso, plugue, centrinho, etc.",145.93
2025-05,2.7.3 Material Para Manutenção Elétrica Luminária led,289.9
2025-05,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, esponja, cabo vassoura, sabão, etc.",286.82
2025-05,2.7.6 Material p- Consertos e Reparos Cimento e areia,64.93
2025-05,"2.7.6 Material p- Consertos e Reparos Kit 24 ganchos, adesivo e suporte celular (Eric gustavo / C.M.C",88.82
2025-05,"2.7.6 Material p- Consertos e Reparos Luva, adaptador e registro gaveta",509.85
2025-05,2.7.6 Material p- Consertos e Reparos Válvula retenção mar,61.98
2025-05,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-05,2.8.18 Manutenção e Limpeza da Piscina Ref. 04/2025,600.0
2025-05,"2.8.21 Manutenção das Instalações Concretagem atrás e lateral da portaria, instalação de porta, requadro e",1600.0
2025-05,"2.8.21 Manutenção das Instalações Concretagem de base de bebedouro no club, instalação hidraulica,",1600.0
2025-05,2.9.9 Cópias e Autenticações Notificações e envelopes,31.35
2025-05,2.9.10 Encadernações e Materias Graficos Ref. 04/2025,296.0
2025-05,"2.9.15 Festas e Eventos no Condomínio 200 metros bandeirinha, fundo fotográfico e toalha xadrez (Valter",149.84
2025-05,2.10.1 Repasse de Encargos de Cobrança Ref. 04/2025,62.45
2025-05,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 05/2025,768.62
2025-05,2.10.3 Assessoria Jurídica Ref. 04/2025,4950.0
2025-05,2.11.1 Desp. c- Boletos Bancarios,1456.0
2025-05,2.11.1 Desp. c- Boletos Bancarios (venc. 4 /2025),112.0
2025-05,"2.12.6 Equipamentos p- Playground e Quadra Instalação de rede de proteção para teto quadra , campo e 4",3000.0
2025-05,"2.12.6 Equipamentos p- Playground e Quadra Instalação de rede de proteção para teto quadra , campo e 4",7000.0
2025-05,"2.7.6 Material p- Consertos e Reparos Luva, adaptador e registro gaveta",509.85
2025-05,2.4.21 Remuneração Síndico Ref. 04/2025,4200.0
2025-05,2.4.7 Serviços de Administração de Condomínio Ref. 04/2025,4200.0
2025-05,2.7.6 Material p- Consertos e Reparos Válvula retenção mar,61.98
2025-05,2.7.6 Material p- Consertos e Reparos Cimento e areia,64.93
2025-05,"2.7.3 Material Para Manutenção Elétrica Bucha, cabo pp, centrinho, cinta, led",891.23
2025-05,2.12.6 Equipamentos p- Playground e Quadra Instalação de rede de proteção para,3000.0
2025-05,2.8.3 Seguro Condominial,481.9
2025-05,2.8.21 Manutenção das Instalações Concretagem atrás e lateral da,1600.0
2025-05,2.8.21 Manutenção das Instalações Concretagem de base de bebedouro,1600.0
2025-05,2.6.2 Água e Esgoto Ref. 04/2025,16258.2
2025-05,2.6.1 Energia Elétrica Ref. 04/2025 (Clube),2449.25
2025-05,2.12.9 Containers Contentor 1Unidade XXX grafite e verde,1990.0
2025-05,2.12.6 Equipamentos p- Playground e Quadra Instalação de rede de proteção para,7000.0
2025-05,2.6.1 Energia Elétrica Ref. 05/2025 (Estação elevatório,574.66
2025-05,2.6.1 Energia Elétrica Ref. 05/2025 (Portaria),2248.71
2025-05,2.10.1 Repasse de Encargos de Cobrança Ref. 04/2025,62.45
2025-05,"2.7.3 Material Para Manutenção Elétrica Cabinho flex, cabo pp, disjuntor, plug,",288.61
2025-05,2.8.18 Manutenção e Limpeza da Piscina Ref. 04/2025,600.0
2025-05,2.10.3 Assessoria Jurídica Ref. 04/2025,4950.0
2025-05,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda,159.5
2025-05,"2.4.19 Contratos - Manutenção Elétrica Elétrica, portaria e controle de acesso",1280.0
2025-05,2.9.9 Cópias e Autenticações Notificações e envelopes,4.9
2025-05,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref.,2300.0
2025-05,2.4.1 Portaria Vigilância e Controle Acesso Ref. 04/2025,48116.48
2025-05,2.4.5 Auxiliar de Manutenção Limpeza e jardinagem ref. 04/2025,19407.6
2025-05,2.6.3 Telefone-Internet Período de 05/04/2025 a 04/05/2025,79.98
2025-05,"2.12.1 Móveis e Utensílios Ventilador de parede, cabo pp e led",386.05
2025-05,"2.7.6 Material p- Consertos e Reparos Kit 24 ganchos, adesivo e suporte",88.82
2025-05,"2.7.4 Materiais de Limpeza e consumo Pedra sanitária, esponja, cabo",286.82
2025-05,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 05/2025,768.62
2025-05,"2.7.2 Material de Limpeza Piscina Cloro, maresias, ph estável, barrilha e",453.0
2025-05,"2.9.15 Festas e Eventos no Condomínio 200 metros bandeirinha, fundo",149.84
2025-05,2.7.3 Material Para Manutenção Elétrica Luminária led,289.9
2025-05,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-05,2.7.1 Tintas e Materiais para Pintura Fita crepe,50.0
2025-05,"2.7.3 Material Para Manutenção Elétrica Inpol pvc eletroduto, caixa multiuso,",145.93
2025-05,2.9.10 Encadernações e Materias Graficos Ref. 04/2025,296.0
2025-05,2.9.9 Cópias e Autenticações Notificações e envelopes,26.45
2025-07,1.1.1 Taxa de Condominio,89836.6
2025-07,1.1.1 Taxa de Condominio (venc. 6 /2025),9336.95
2025-07,1.1.1 Taxa de Condominio (venc. 8 /2025),1514.1
2025-07,1.1.5 Taxa de Água,16681.92
2025-07,1.1.5 Taxa de Água (venc. 6 /2025),1623.02
2025-07,1.1.5 Taxa de Água (venc. 8 /2025),262.38
2025-07,1.1.8 Encargos de Cobrança,32.5
2025-07,1.1.14 Homologação Acordo Extrajudicial,10718.12
2025-07,1.1.14 Homologação Acordo Extrajudicial (venc. 8 /2025),909.52
2025-07,1.1.20 Multas Juros e Correções,494.41
2025-07,1.1.20 Multas Juros e Correções (venc. 6 /2025),283.59
2025-07,1.1.29 Atualização Monetária,29.85
2025-07,1.1.29 Atualização Monetária (venc. 8 /2025),1.75
2025-07,1.2.1 Taxas Fundo de Reserva,4492.72
2025-07,1.2.1 Taxas Fundo de Reserva (venc. 6 /2025),466.94
2025-07,1.2.1 Taxas Fundo de Reserva (venc. 8 /2025),75.72
2025-07,1.2.3 Taxas Extras Sinalização viária - Parc. 1/18,5510.88
2025-07,1.2.3 Taxas Extras Sinalização viária - Parc. 2/18 (venc. 8 /2025),92.88
2025-07,1.2.51 Feira,175.0
2025-07,1.4.1 Rendimento de Aplicação,373.49
2025-07,2.4.1 Portaria Vigilância e Controle Acesso Investimento equipamentos ref. 06/2025,2300.0
2025-07,2.4.1 Portaria Vigilância e Controle Acesso Ref. 06/2025,48116.48
2025-07,2.4.3 Limpeza Ref. 06/2025,19407.6
2025-07,2.4.7 Serviços de Administração de Condomínio Ref. 06/2025,4200.0
2025-07,"2.4.19 Contratos - Manutenção Elétrica Manutenção elétrica, portaria e controle de acesso",1280.0
2025-07,2.4.21 Remuneração Síndico Ref. 06/2025,4200.0
2025-07,2.5.1 INSS Retido de prestadores de serviços FORNECEDOR / PRESTADOR DE SERVIÇOS,4133.36
2025-07,2.5.1 INSS Retido de prestadores de serviços Help Soluções Ambientais Ltda,159.5
2025-07,2.5.2 PCC Retido FORNECEDOR / PRESTADOR DE SERVIÇOS,3494.57
2025-07,2.6.1 Energia Elétrica Ref. 06/2025 (Clube),2602.75
2025-07,2.6.1 Energia Elétrica Ref. 07/2025,491.95
2025-07,2.6.1 Energia Elétrica Ref. 07/2025 (Portaria),2648.16
2025-07,2.6.2 Água e Esgoto Ref. 06/2025,16258.2
2025-07,2.6.3 Telefone-Internet Período de 05/06/2025 a 04/07/2025,79.98
2025-07,2.6.4 Gás Liquefeito de petróleo,115.0
2025-07,2.7.1 Tintas e Materiais para Pintura Fita crepe e empac,86.9
2025-07,"2.7.1 Tintas e Materiais para Pintura Rolo, refis, kit pintura, fita crepe e tinta",403.34
2025-07,2.7.2 Material de Limpeza Piscina Ralo e antiturbilhão,225.0
2025-07,2.7.3 Material Para Manutenção Elétrica Margir. cs301 e conector,52.39
2025-07,2.7.4 Materiais de Limpeza e consumo Bobina fundo estrela,167.28
2025-07,2.7.6 Material p- Consertos e Reparos Bandeirinhas + frete,54.51
2025-07,2.7.10 Aluguel de Caçamba 1 caçamba,340.0
2025-07,2.7.18 Frete 1 tampa artefato de cimento,100.0
2025-07,2.8.4 Serviços de Serralheria Fabricação e instalação de suporte para dois monitores,550.0
2025-07,2.8.6 Manutenção de Maquinas e Equipamentos Compra de peça para manutenção de equipamentos fitness,160.0
2025-07,"2.8.6 Manutenção de Maquinas e Equipamentos Limpeza, lubrificação e vistoria dos equipamentos fitness",180.0
2025-07,2.8.6 Manutenção de Maquinas e Equipamentos equipamentos fitness,890.0
2025-07,2.8.7 Dedetizações em Geral Controle integrado de pragas,1290.5
2025-07,2.8.15 Manutenções Elétricas Manutenção de iluminação + fornecimento de material,175.0
2025-07,2.8.18 Manutenção e Limpeza da Piscina Ref. 06/2025,600.0
2025-07,2.8.18 Manutenção e Limpeza da Piscina Troca de ralo,350.0
2025-07,"2.8.21 Manutenção das Instalações Manutenção corretiva na estação elevatório (limpeza das bombas, cesto e",3104.0
2025-07,2.9.8 Material de Escritório Leitor de código de barras,106.4
2025-07,2.9.9 Cópias e Autenticações Cópias adm,110.0
2025-07,2.9.9 Cópias e Autenticações Cópias adm - boletos e notas 01 a 06/2025,312.0
2025-07,2.9.10 Encadernações e Materias Graficos Ref. 05/2025 (dif.),32.0
2025-07,2.9.10 Encadernações e Materias Graficos Ref. 06/2025,320.0
2025-07,2.10.1 Repasse de Encargos de Cobrança Ref. 06/2025,31.32
2025-07,2.10.2 Honorarios de Cobranças Jurídicas Ref. a prestação de conta 07/2025,2442.7
2025-07,2.10.3 Assessoria Jurídica Ref. 06/2025,4950.0
2025-07,2.11.1 Desp. c- Boletos Bancarios,1440.0
2025-07,2.11.1 Desp. c- Boletos Bancarios (venc. 6 /2025),148.0
2025-07,2.11.1 Desp. c- Boletos Bancarios (venc. 8 /2025),24.0
2025-07,2.11.2 Despesas Bancarias DÉBITO PACOTE SERVIÇOS,44.74
2025-07,2.12.1 Móveis e Utensílios ref. juros,0.13
2025-07,2.12.2 Maquinas e Equipamentos Colchonete elásticos e colchonete caneleira,216.09
2025-07,2.12.6 Equipamentos p- Playground e Quadra Rede de vôlei,137.77
2025-07,2.11.2 Despesas Bancarias DÉBITO PACOTE SERVIÇOS,44.74
2025-07,2.9.8 Material de Escritório Leitor de código de barras,106.4
2025-07,2.7.2 Material de Limpeza Piscina Ralo e antiturbilhão,225.0
2025-07,2.8.18 Manutenção e Limpeza da Piscina Troca de ralo,350.0
2025-07,"2.8.6 Manutenção de Maquinas e Equipamentos Limpeza, lubrificação e vistoria dos",180.0
2025-07,2.7.4 Materiais de Limpeza e consumo Bobina fundo estrela,167.28
2025-07,2.4.7 Serviços de Administração de Condomínio Ref. 06/2025,4200.0
2025-07,2.4.21 Remuneração Síndico Ref. 06/2025,4200.0
2025-07,2.8.6 Manutenção de Maquinas e Equipamentos Compra de peça para manutenção de,160.0
